ticker,name,land
ETERNAL.NS,Eternal,Indien
EVD.DE,CTS Eventim,Deutschland
EVK.DE,Evonik,Deutschland
EVN.AX,Evolution Mining,Australien
EVT.AX,EVT,Australien
EVT.DE,Evotec,Deutschland
EXO.AS,Exor,Niederlande
EXPN.L,Experian,Grossbritannien
EZTC3.SA,Eztec,Brasilien
FBU.AX,Fletcher Building,Australien
FCIT.L,F & C Investment Trust,Grossbritannien
FCR.TO,First Capital Real Estate Investment Trust,Kanada
FDR.MC,Fluidra,Spanien
FER.MC,Ferrovial,Spanien
FFH.TO,Fairfax Financial Holdings Limited,Kanada
FLRY3.SA,Grupo Fleury,Brasilien
FLT.AX,Flight Centre Travel Group,Australien
FM.TO,First Quantum Minerals Ltd.,Kanada
FME.DE,Fresenius Medical Care,Deutschland
FMG.AX,Fortescue,Australien
FNTN.DE,Freenet,Deutschland
FNV.TO,Franco-Nevada Corporation,Kanada
FPE3.DE,Fuchs Petrolub,Deutschland
FPH.AX,Fisher & Paykel Healthcare,Australien
FRA.DE,Fraport,Deutschland
FRE.DE,Fresenius,Deutschland
FRES.L,Fresnillo plc,Grossbritannien
FRO.OL,Frontline,Norwegen
FRU.TO,Freehold Royalties Ltd.,Kanada
FRW.AX,Freightways Group,Australien
FSV.TO,FirstService Corporation,Kanada
FTS.TO,Fortis Inc.,Kanada
FTT.TO,Finning International Inc.,Kanada
FVI.TO,Fortuna Mining Corp.,Kanada
G1A.DE,GEA Group,Deutschland
G24.DE,Scout24,Deutschland
GAW.L,Games Workshop,Grossbritannien
GBF.DE,Bilfinger,Deutschland
GDG.AX,Generation Development Group,Australien
GEBN.SW,Geberit AG,Schweiz
GEI.TO,Gibson Energy Inc.,Kanada
GFL.TO,GFL Environmental Inc.,Kanada
GGBR4.SA,Gerdau,Brasilien
GGP.AX,Greatland Resources,Australien
GIB.TO,CGI Inc.,Kanada
GIL.TO,Gildan Activewear Inc.,Kanada
GIVN.SW,Givaudan SA,Schweiz
GJF.OL,Gjensidige Forsikring,Norwegen
GLE.PA,Société Générale,Frankreich
GLEN.L,Glencore,Grossbritannien
GMD.AX,Genesis Minerals,Australien
GMG.AX,Goodman Group,Australien
GMIN.TO,G Mining Ventures Corp.,Kanada
GNE.AX,Genesis Energy,Australien
GOAU4.SA,Metalúrgica Gerdau,Brasilien
GOGL.OL,Golden Ocean Group,Norwegen
GOLL4.SA,Gol,Brasilien
GPT.AX,GPT Group,Australien
GQG.AX,GQG Partners,Australien
GRASIM.NS,Grasim Industries,Indien
GRF.MC,Grifols,Spanien
GRT.TO,Granite Real Estate Investment Trust,Kanada
GSK.L,GSK plc,Grossbritannien
GSY.TO,goeasy Ltd.,Kanada
GWO.TO,Great-West Lifeco Inc.,Kanada
GXI.DE,Gerresheimer,Deutschland
H.TO,Hydro One Limited,Kanada
HAFNI.OL,Hafnia Limited,Norwegen
HAG.DE,Hensoldt,Deutschland
HAPV3.SA,Grupo Hapvida,Brasilien
HAUTO.OL,Höegh Autoliners ASA,Norwegen
HBM.TO,Hudbay Minerals Inc.,Kanada
HCLTECH.NS,HCLTech,Indien
HDFCBANK.NS,HDFC Bank,Indien
HDFCLIFE.NS,HDFC Life,Indien
HDN.AX,HomeCo Daily Needs REIT,Australien
HEI.DE,Heidelberg Materials,Deutschland
HEIA.AS,Heineken,Niederlande
HEN3.DE,Henkel,Deutschland
HFG.DE,HelloFresh,Deutschland
HINDALCO.NS,Hindalco Industries,Indien
HINDUNILVR.NS,Hindustan Unilever,Indien
HLE.DE,Hella,Deutschland
HLMA.L,Halma plc,Grossbritannien
HLN.L,Haleon,Grossbritannien
HNR1.DE,Hannover Re,Deutschland
HO.PA,Thales,Frankreich
HOLN.SW,Holcim Limited,Schweiz
HOT.DE,Hochtief,Deutschland
HR.TO,H&R Real Estate Investment Trust,Kanada
HSBA.L,HSBC,Grossbritannien
HSX.L,Hiscox,Grossbritannien
HUB.AX,HUB24,Australien
HVN.AX,Harvey Norman,Australien
HWDN.L,Howdens Joinery,Grossbritannien
HWX.TO,Headwater Exploration Inc.,Kanada
HYPE3.SA,Hypera Pharma,Brasilien
IAG.AX,Insurance Australia Group,Australien
IAG.L,International Airlines Group,Grossbritannien
IAG.MC,International Airlines Group,Spanien
IAG.TO,iA Financial Corporation Inc.,Kanada
IAU.TO,I-80 Gold Corp.,Kanada
IBE-MC,Iberdrola,Europa
IBE.MC,Iberdrola,Spanien
ICG.L,ICG,Grossbritannien
ICICIBANK.NS,ICICI Bank,Indien
IDR.MC,Indra,Spanien
IFC.TO,Intact Financial Corporation,Kanada
IFL.AX,Insignia Financial,Australien
IFT.AX,Infratil,Australien
IFX-DE,Infineon Technologies,Europa
IFX.DE,Infineon Technologies,Deutschland
IGG.L,IG Group,Grossbritannien
IGM.TO,IGM Financial Inc.,Kanada
IGO.AX,IGO,Australien
IGTI11.SA,Iguatemi,Brasilien
IHG.L,IHG Hotels & Resorts,Grossbritannien
III.L,3i,Grossbritannien
IIP.TO,InterRent Real Estate Investment Trust,Kanada
ILU.AX,Iluka Resources,Australien
IMB.L,Imperial Brands,Grossbritannien
IMCD.AS,IMCD,Niederlande
IMD.AX,IMDEX,Australien
IMG.TO,Iamgold Corporation,Kanada
IMI.L,IMI,Grossbritannien
IMO.TO,Imperial Oil Limited,Kanada
INDIGO.NS,IndiGo,Indien
INF.L,Informa,Grossbritannien
INFY.NS,Infosys,Indien
INGA-AS,ING Group,Europa
INGA.AS,ING Group,Niederlande
INVP.L,Investec,Grossbritannien
IPCO.TO,International Petroleum Corporation,Kanada
IRBR3.SA,IRB Brasil RE,Brasilien
ISP-MI,Intesa Sanpaolo,Europa
ITC.NS,ITC,Indien
ITRK.L,Intertek,Grossbritannien
ITSA4.SA,Itaúsa,Brasilien
ITUB4.SA,Itaú Unibanco,Brasilien
ITX-MC,Inditex,Europa
ITX.MC,Inditex,Spanien
IVN.TO,Ivanhoe Mines Ltd.,Kanada
JBH.AX,JB Hi-Fi,Australien
JBSS3.SA,JBS,Brasilien
JD.L,JD Sports,Grossbritannien
JEN.DE,Jenoptik,Deutschland
JHSF3.SA,JHSF Participações,Brasilien
JHX.AX,James Hardie,Australien
JIOFIN.NS,Jio Financial Services,Indien
JSWSTEEL.NS,JSW Steel,Indien
JUN3.DE,Jungheinrich,Deutschland
JWEL.TO,Jamieson Wellness Inc.,Kanada
K.TO,Kinross Gold Corporation,Kanada
KBX.DE,Knorr-Bremse,Deutschland
KEL.TO,Kelt Exploration Ltd.,Kanada
KER.PA,Kering,Frankreich
KEY.TO,Keyera Corp.,Kanada
KGF.L,Kingfisher plc,Grossbritannien
KGX.DE,KION Group,Deutschland
KLBN11.SA,Klabin,Brasilien
KMP.TO,Killam Apartment Real Estate Investment Trust,Kanada
KNIN.SW,Kuehne + Nagel,Schweiz
KNT.TO,K92 Mining Inc.,Kanada
KOG.OL,Kongsberg Gruppen,Norwegen
KOTAKBANK.NS,Kotak Mahindra Bank,Indien
KPN.AS,KPN,Niederlande
KRN.DE,Krones,Deutschland
KXS.TO,Kinaxis Inc.,Kanada
L.TO,Loblaw Companies Limited,Kanada
L1G.AX,L1 Group,Australien
LAC.TO,Lithium Americas Corp.,Kanada
LAND.L,Land Securities,Grossbritannien
LB.TO,Laurentian Bank of Canada,Kanada
LCAM3.SA,Unidas,Brasilien
LEG.DE,LEG Immobilien,Deutschland
LGEN.L,Legal & General,Grossbritannien
LHA.DE,Lufthansa,Deutschland
LIF.TO,Labrador Iron Ore Royalty Corporation,Kanada
LLC.AX,Lendlease,Australien
LLOY.L,Lloyds Banking Group,Grossbritannien
LMP.L,LondonMetric Property,Grossbritannien
LNR.TO,Linamar Corporation,Kanada
LNW.AX,Light & Wonder,Australien
LOG.MC,Logista,Spanien
LOGN.SW,Logitech International SA,Schweiz
LONN.SW,Lonza Group AG,Schweiz
LOV.AX,Lovisa,Australien
LR.PA,Legrand,Frankreich
LREN3.SA,Lojas Renner,Brasilien
LSEG.L,London Stock Exchange Group,Grossbritannien
LSF.AX,L1 Long Short Fund,Australien
LSPD.TO,Lightspeed Commerce Inc.,Kanada
LT.NS,Larsen & Toubro,Indien
LTR.AX,Liontown Resources,Australien
LUG.TO,Lundin Gold Inc.,Kanada
LUN.TO,Lundin Mining Corporation,Kanada
LWSA3.SA,LocaWeb,Brasilien
LXS.DE,Lanxess,Deutschland
LYC.AX,Lynas Rare Earths,Australien
MAP.MC,Mapfre,Spanien
MARUTI.NS,Maruti Suzuki,Indien
MAU.TO,Montage Gold Corp.,Kanada
MAXHEALTH.NS,Max Healthcare,Indien
MBG-DE,Mercedes-Benz Group,Europa
MBG.DE,Mercedes-Benz Group,Deutschland
MC-PA,LVMH Moët Hennessy Louis Vuitton,Europa
MC.PA,LVMH,Frankreich
MCY.AX,Mercury NZ,Australien
MDA.TO,MDA Space Ltd.,Kanada
MEZ.AX,Meridian Energy,Australien
MFC.TO,Manulife Financial Corporation,Kanada
MFF.AX,MFF Capital Investments,Australien
MFG.AX,Magellan Financial Group,Australien
MFI.TO,Maple Leaf Foods Inc.,Kanada
MG.TO,Magna International Inc.,Kanada
MGLU3.SA,Magazine Luiza,Brasilien
MGR.AX,Mirvac,Australien
MIN.AX,Mineral Resources,Australien
MKS.L,Marks & Spencer,Grossbritannien
ML.PA,Michelin,Frankreich
MM.NS,Mahindra & Mahindra,Indien
MND.AX,Monadelphous Group,Australien
MNG.L,M&G,Grossbritannien
MOWI.OL,Mowi,Norwegen
MPCC.OL,MPC Container Ships,Norwegen
MPL.AX,Medibank,Australien
MQG.AX,Macquarie Group,Australien
MRFG3.SA,Marfrig,Brasilien
MRK.DE,Merck,Deutschland
MRL.MC,Merlin Properties,Spanien
MRO.L,Melrose Industries,Grossbritannien
MRU.TO,Metro Inc.,Kanada
MRVE3.SA,MRV,Brasilien
MSB.AX,Mesoblast,Australien
MT.AS,ArcelorMittal,Niederlande
MT.PA,ArcelorMittal,Frankreich
MTL.TO,Mullen Group Ltd.,Kanada
MTLN.L,Metlen Energy & Metals,Grossbritannien
MTS.AX,Metcash,Australien
MTS.MC,ArcelorMittal,Spanien
MTX.DE,MTU Aero Engines,Deutschland
MULT3.SA,Multiplan,Brasilien
MUV2-DE,Munich Re,Europa
MUV2.DE,Munich Re,Deutschland
MX.TO,Methanex Corporation,Kanada
MXT.AX,Metrics Master Income Trust,Australien
NAB.AX,National Australia Bank,Australien
NAS.OL,Norwegian Air Shuttle,Norwegen
NDA-FI-HE,Nordea,Europa
NDA.DE,Aurubis,Deutschland
NDX1.DE,Nordex,Deutschland
NEM.AX,Newmont,Australien
NEM.DE,Nemetschek,Deutschland
NESN.SW,Nestlé SA,Schweiz
NESTLEIND.NS,Nestlé India,Indien
NFI.TO,NFI Group Inc.,Kanada
NG.L,National Grid plc,Grossbritannien
NG.TO,NovaGold Resources Inc.,Kanada
NGEX.TO,NGEx Minerals Ltd.,Kanada
NHC.AX,New Hope,Australien
NHF.AX,Nib,Australien
NHY.OL,Norsk Hydro,Norwegen
NIC.AX,Nickel Industries,Australien
NN.AS,NN Group,Niederlande
NOD.OL,Nordic Semiconductor,Norwegen
NOVN.SW,Novartis International AG,Schweiz
NPI.TO,Northland Power Inc.,Kanada
NSR.AX,National Storage,Australien
NST.AX,Northern Star Resources,Australien
NTCO3.SA,Natura & Co,Brasilien
NTGY.MC,Naturgy,Spanien
NTPC.NS,NTPC,Indien
NTR.TO,Nutrien Ltd.,Kanada
NWC.TO,North West Company Inc.,Kanada
NWG.L,NatWest Group,Grossbritannien
NWH.AX,NRW Holdings,Australien
NWL.AX,Netwealth Group,Australien
NWS.AX,News Corp Class B,Australien
NXE.TO,NexGen Energy Ltd.,Kanada
NXG.AX,Nexgen Energy,Australien
NXT.AX,NextDC,Australien
NXT.L,Next plc,Grossbritannien
OBM.AX,Ora Banda Mining,Australien
OGC.TO,OceanaGold Corporation,Kanada
OLA.TO,Orla Mining Ltd.,Kanada
ONEX.TO,Onex Corporation,Kanada
ONGC.NS,Oil and Natural Gas Corporation,Indien
OR-PA,L'Oréal,Europa
OR.PA,L'Oréal,Frankreich
OR.TO,Osisko Gold Royalties Ltd.,Kanada
ORA.AX,Orora,Australien
ORA.PA,Orange,Frankreich
ORG.AX,Origin Energy,Australien
ORI.AX,Orica,Australien
ORK.OL,Orkla,Norwegen
OTEX.TO,Open Text Corporation,Kanada
PAAS.TO,Pan American Silver Corp.,Kanada
PAH3.DE,Porsche SE,Deutschland
PBH.TO,Premium Brands Holdings Corporation,Kanada
PCAR3.SA,GPA,Brasilien
PCT.L,Polar Capital Technology Trust,Grossbritannien
PDI.AX,Predictive Discovery,Australien
PDN.AX,Paladin Energy,Australien
PET.TO,Pet Valu Holdings Ltd.,Kanada
PETR3.SA,Petrobras,Brasilien
PETR4.SA,Petrobras,Brasilien
PETZ3.SA,Petz,Brasilien
PEY.TO,Peyto Exploration & Development Corp.,Kanada
PGHN.SW,Partners Group Holding AG,Schweiz
PHIA.AS,Philips,Niederlande
PLS.AX,PLS Group,Australien
PME.AX,Pro Medicus,Australien
PMV.AX,Premier Investments,Australien
PMZ.TO,Primaris Real Estate Investment Trust,Kanada
PNI.AX,Pinnacle Investment Management,Australien
POU.TO,Paramount Resources Ltd.,Kanada
POW.TO,Power Corporation of Canada,Kanada
POWERGRID.NS,Power Grid,Indien
PPL.TO,Pembina Pipeline Corporation,Kanada
PPT.AX,Perpetual,Australien
PPTA.TO,Perpetua Resources Corp.,Kanada
PRIO3.SA,PetroRio,Brasilien
PRN.AX,Perenti,Australien
PRU.AX,Perseus Mining,Australien
PRU.L,Prudential plc,Grossbritannien
PRX-AS,Prosus,Europa
PRX.AS,Prosus,Niederlande
PSH.L,Pershing Square Holdings,Grossbritannien
PSK.TO,PrairieSky Royalty Ltd.,Kanada
PSN.L,Persimmon,Grossbritannien
PSON.L,Pearson plc,Grossbritannien
PUB.PA,Publicis,Frankreich
PUIG.MC,Puig,Spanien
PUM.DE,Puma,Deutschland
PXA.AX,Pexa Group,Australien
PXT.TO,Parex Resources Inc.,Kanada
QAN.AX,Qantas,Australien
QBE.AX,QBE Insurance,Australien
QBR.TO,Quebecor Inc.,Kanada
QIA.DE,Qiagen,Deutschland
QSR.TO,Restaurant Brands International Inc.,Kanada
QUAL3.SA,Qualicorp,Brasilien
QUB.AX,Qube Holdings,Australien
RAA.DE,Rational,Deutschland
RACE-MI,Ferrari,Europa
RADL3.SA,RaiaDrogasil,Brasilien
RAIL3.SA,Rumo,Brasilien
RAND.AS,Randstad,Niederlande
RBA.TO,"RB Global, Inc.",Kanada
RCH.TO,Richelieu Hardware Ltd.,Kanada
RCI.TO,Rogers Communications Inc.,Kanada
RDC.DE,Redcare Pharmacy,Deutschland
RDOR3.SA,Rede D'Or São Luiz,Brasilien
RDX.AX,Redox,Australien
REA.AX,REA Group,Australien
RED.MC,Redeia Corporación,Spanien
REG.AX,Regis Healthcare,Australien
REH.AX,Reece Group,Australien
REI.TO,RioCan Real Estate Investment Trust,Kanada
REL.L,RELX,Grossbritannien
RELIANCE.NS,Reliance Industries,Indien
REN.AS,RELX,Niederlande
RENT3.SA,Localiza,Brasilien
REP.MC,Repsol,Spanien
RGN.AX,Region Group,Australien
RHC.AX,Ramsay Health Care,Australien
RHM-DE,Rheinmetall,Europa
RHM.DE,Rheinmetall,Deutschland
RI.PA,Pernod Ricard,Frankreich
RIO.AX,Rio Tinto,Australien
RIO.L,Rio Tinto,Grossbritannien
RKT.L,Reckitt,Grossbritannien
RMD.AX,ResMed,Australien
RMS-PA,Hermès,Europa
RMS.AX,Ramelius Resources,Australien
RMS.PA,Hermès,Frankreich
RNO.PA,Renault,Frankreich
ROP.SW,Roche Holding AG,Schweiz
ROVI.MC,Laboratorios Rovi,Spanien
RR.L,Rolls-Royce Holdings,Grossbritannien
RRL.AX,Regis Resources,Australien
RRTL.DE,RTL Group,Deutschland
RSG.AX,Resolute Mining,Australien
RTO.L,Rentokil Initial,Grossbritannien
RUS.TO,Russel Metals Inc.,Kanada
RWC.AX,Reliance Worldwide Corporation,Australien
RWE.DE,RWE,Deutschland
RY.TO,Royal Bank of Canada,Kanada
RYM.AX,Ryman Healthcare,Australien
S32.AX,South32,Australien
SAB.MC,Banco Sabadell,Spanien
SAF-PA,Safran,Europa
SAF.PA,Safran,Frankreich
SALM.OL,SalMar,Norwegen
SAN-MC,Banco Santander,Europa
SAN-PA,Sanofi,Europa
SAN.MC,Santander,Spanien
SAN.PA,Sanofi,Frankreich
SANB11.SA,Santander Brasil,Brasilien
SAP-DE,SAP,Europa
SAP.DE,SAP,Deutschland
SAP.TO,Saputo Inc.,Kanada
SAX.DE,Ströer,Deutschland
SBILIFE.NS,SBI Life Insurance Company,Indien
SBIN.NS,State Bank of India,Indien
SBRY.L,Sainsbury's,Grossbritannien
SBSP3.SA,Sabesp,Brasilien
SCG.AX,Scentre Group,Australien
SCMN.SW,Swisscom AG,Schweiz
SCR.TO,Strathcona Resources Ltd.,Kanada
SCYR.MC,Sacyr,Spanien
SDF.AX,Steadfast Group,Australien
SDF.DE,K+S,Deutschland
SDLF.L,Standard Life,Grossbritannien
SDR.L,Schroders,Grossbritannien
SEA.TO,Seabridge Gold Inc.,Kanada
SEK.AX,Seek,Australien
SES.TO,Secure Energy Services Inc.,Kanada
SFR.AX,Sandfire Resources,Australien
SGE.L,Sage Group,Grossbritannien
SGH.AX,SGH,Australien
SGM.AX,Sims Metal,Australien
SGO-PA,Saint-Gobain,Europa
SGO.PA,Saint-Gobain,Frankreich
SGP.AX,Stockland,Australien
SGRO.L,Segro,Grossbritannien
SHEL.L,Shell plc,Grossbritannien
SHELL.AS,Shell plc,Niederlande
SHL.AX,Sonic Healthcare,Australien
SHL.DE,Siemens Healthineers,Deutschland
SHOP.TO,Shopify Inc.,Kanada
SHRIRAMFIN.NS,Shriram Finance,Indien
SIA.TO,Sienna Senior Living Inc.,Kanada
SIE-DE,Siemens,Europa
SIE.DE,Siemens,Deutschland
SIG.AX,Sigma Healthcare,Australien
SII.TO,Sprott Inc.,Kanada
SIKA.SW,Sika AG,Schweiz
SJ.TO,Stella-Jones Inc.,Kanada
SKE.TO,Skeena Resources Limited,Kanada
SLF.TO,Sun Life Financial Inc.,Kanada
SLHN.SW,Swiss Life Holding AG,Schweiz
SLR.MC,Solaria,Spanien
SMIN.L,Smiths Group,Grossbritannien
SMR.AX,Stanmore Resources,Australien
SMT.L,Scottish Mortgage Investment Trust,Grossbritannien
SN.L,Smith & Nephew,Grossbritannien
SNZ.AX,Summerset Group Holdings,Australien
SOBO.TO,South Bow Corporation,Kanada
SOL.AX,Soul Patts,Australien
SOMA3.SA,Grupo Soma,Brasilien
SPB.TO,Superior Plus Corp.,Kanada
SPK.AX,Spark New Zealand,Australien
SPX.L,Spirax Group,Grossbritannien
SREN.SW,Swiss Reinsurance Company Ltd,Schweiz
SRU.TO,SmartCentres Real Estate Investment Trust,Kanada
SSE.L,SSE plc,Grossbritannien
SSRM.TO,SSR Mining Inc.,Kanada
STAN.L,Standard Chartered,Grossbritannien
STB.OL,Storebrand,Norwegen
STJ.L,St. James's Place,Grossbritannien
STLAP.PA,Stellantis,Frankreich
STM.DE,Stabilus,Deutschland
STMPA.PA,STMicroelectronics,Frankreich
STN.TO,Stantec Inc.,Kanada
STO.AX,Santos,Australien
SU-PA,Schneider Electric,Europa
SU.PA,Schneider Electric,Frankreich
SU.TO,Suncor Energy Inc.,Kanada
SUBC.OL,Subsea 7,Norwegen
SUL.AX,Super Retail Group,Australien
SULA11.SA,SulAmérica Seguros,Brasilien
SUN.AX,Suncorp,Australien
SUNPHARMA.NS,Sun Pharma,Indien
SUZB3.SA,Suzano Papel e Celulose,Brasilien
SVM.TO,Silvercorp Metals Inc.,Kanada
SVT.L,Severn Trent,Grossbritannien
SY1.DE,Symrise,Deutschland
T.TO,Telus Corporation,Kanada
TA.TO,TransAlta Corporation,Kanada
TAEE11.SA,Taesa S.A.,Brasilien
TAH.AX,Tabcorp,Australien
TATACONSUM.NS,Tata Consumer Products,Indien
TATASTEEL.NS,Tata Steel,Indien
TCL.AX,Transurban,Australien
TCL.TO,Transcontinental Inc.,Kanada
TCS.NS,Tata Consultancy Services,Indien
TD.TO,Toronto-Dominion Bank,Kanada
TECHM.NS,Tech Mahindra,Indien
TECK.TO,Teck Resources Limited,Kanada
TEF.MC,Telefónica,Spanien
TEG.DE,TAG Tegernsee Immobilien und Beteiligung,Deutschland
TEL.OL,Telenor,Norwegen
TEP.PA,Teleperformance,Frankreich
TFII.TO,TFI International Inc.,Kanada
TFPM.TO,Triple Flag Precious Metals Corp.,Kanada
TGS.OL,TGS ASA,Norwegen
TIH.TO,Toromont Industries Ltd.,Kanada
TIMS3.SA,TIM Brasil,Brasilien
TITAN.NS,Titan Company,Indien
TKA.DE,ThyssenKrupp,Deutschland
TKO.TO,Taseko Mines Limited,Kanada
TLC.AX,The Lottery Corporation,Australien
TLS.AX,Telstra,Australien
TLX.AX,Telix Pharmaceuticals,Australien
TLX.DE,Talanx,Deutschland
TMPV.NS,Tata Motors Passenger Vehicles,Indien
TMV.DE,TeamViewer,Deutschland
TNE.AX,TechnologyOne,Australien
TOM.OL,Tomra Systems,Norwegen
TOTS3.SA,TOTVS,Brasilien
TOU.TO,Tourmaline Oil Corp.,Kanada
TPG.AX,TPG Telecom,Australien
TPZ.TO,Topaz Energy Corp.,Kanada
TRENT.NS,Trent,Indien
TRI.TO,Thomson Reuters Corporation,Kanada
TRP.TO,TC Energy Corporation,Kanada
TSCO.L,Tesco,Grossbritannien
TSU.TO,Trisura Group Ltd.,Kanada
TTE-PA,TotalEnergies,Europa
TTE.PA,TotalEnergies,Frankreich
TUA.AX,Tuas,Australien
TUI1.DE,TUI,Deutschland
TVE.TO,Tamarack Valley Energy Ltd.,Kanada
TVK.TO,TerraVest Industries Inc.,Kanada
TWE.AX,Treasury Wine Estates,Australien
TXG.TO,Torex Gold Resources Inc.,Kanada
UBSG.SW,UBS Group AG,Schweiz
UCG-MI,UniCredit,Europa
UGPA3.SA,Ultrapar,Brasilien
ULTRACEMCO.NS,UltraTech Cement,Indien
ULVR.L,Unilever,Grossbritannien
UMG.AS,Universal Music Group,Niederlande
UNA.AS,Unilever,Niederlande
UNI.MC,Unicaja,Spanien
URW.PA,Unibail-Rodamco-Westfield,Frankreich
USA.TO,Americas Gold And Silver Corporation,Kanada
USIM5.SA,Usiminas,Brasilien
UTDI.DE,United Internet,Deutschland
UU.L,United Utilities,Grossbritannien
VALE3.SA,Vale,Brasilien
VAR.OL,Vår Energi ASA,Norwegen
VAU.AX,Vault Minerals,Australien
VBBR3.SA,Petrobras Distribuidora,Brasilien
VCX.AX,Vicinity Centres,Australien
VEA.AX,Viva Energy,Australien
VET.TO,Vermilion Energy Inc.,Kanada
VGN.AX,Virgin Australia Holdings,Australien
VIE.PA,Veolia,Frankreich
VIIA3.SA,Via,Brasilien
VITL.TO,Vital Infrastructure Property Trust.,Kanada
VIVT3.SA,Telefônica Brasil,Brasilien
VNA.DE,Vonovia,Deutschland
VNP.TO,5N Plus Inc.,Kanada
VNT.AX,Ventia Services Group,Australien
VOD.L,Vodafone Group,Grossbritannien
VOW-DE,Volkswagen Group,Europa
VOW3.DE,Volkswagen Group,Deutschland
VZLA.TO,Vizsla Silver Corp.,Kanada
WAF.AX,West African Resources,Australien
WAF.DE,Siltronic,Deutschland
WAM.AX,WAM Capital,Australien
WAWI.OL,Wallenius Wilhelmsen,Norwegen
WBC.AX,Westpac,Australien
WCH.DE,Wacker Chemie,Deutschland
WCN.TO,Waste Connections Inc.,Kanada
WCP.TO,Whitecap Resources Inc.,Kanada
WDO.TO,Wesdome Gold Mines Ltd.,Kanada
WDS.AX,Woodside Energy Group,Australien
WEGE3.SA,WEG,Brasilien
WEIR.L,Weir,Grossbritannien
WES.AX,Wesfarmers,Australien
WFG.TO,West Fraser Timber Co. Ltd.,Kanada
WGX.AX,Westgold Resources,Australien
WHC.AX,Whitehaven Coal,Australien
WIPRO.NS,Wipro,Indien
WKL-AS,Wolters Kluwer,Europa
WKL.AS,Wolters Kluwer,Niederlande
WLE.AX,WAM Leaders,Australien
WN.TO,George Weston Limited,Kanada
WOR.AX,Worley,Australien
WOW.AX,Woolworths Group,Australien
WPK.TO,Winpak Ltd.,Kanada
WPM.TO,Wheaton Precious Metals Corp.,Kanada
WSP.TO,WSP Global Inc.,Kanada
WTB.L,Whitbread,Grossbritannien
WTC.AX,Wisetech Global,Australien
X.TO,TMX Group Limited,Kanada
XRO.AX,Xero,Australien
XYX.AX,"Block, Inc.",Australien
YAL.AX,Yancoal Australia,Australien
YAR.OL,Yara International,Norwegen
YDUQ3.SA,YDUQS,Brasilien
ZAL.DE,Zalando,Deutschland
ZIM.AX,Zimplats Holdings,Australien
ZIP.AX,Zip,Australien
ZURN.SW,Zurich Insurance Group AG,Schweiz
